rank	selection_reason	char	display_sample	codepoint	name	category	script	block	age	emoji	requires_base	standalone_safe	windows_font_covered	shape_hints
599	形态词命中	⤩	⤩	U+2929	SOUTH EAST ARROW AND SOUTH WEST ARROW	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	方向
600	形态词命中	⤪	⤪	U+292A	SOUTH WEST ARROW AND NORTH WEST ARROW	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	方向
601	形态词命中	⤯	⤯	U+292F	FALLING DIAGONAL CROSSING NORTH EAST ARROW	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	方向,对称
602	形态词命中	⤰	⤰	U+2930	RISING DIAGONAL CROSSING SOUTH EAST ARROW	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	方向,对称
603	形态词命中	⤳	⤳	U+2933	WAVE ARROW POINTING DIRECTLY RIGHT	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	点,线,方向
604	形态词命中	⤶	⤶	U+2936	ARROW POINTING DOWNWARDS THEN CURVING LEFTWARDS	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	点,方向
605	形态词命中	⤷	⤷	U+2937	ARROW POINTING DOWNWARDS THEN CURVING RIGHTWARDS	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	点,方向
606	形态词命中	⥈	⥈	U+2948	LEFT RIGHT ARROW THROUGH SMALL CIRCLE	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	圆,方向
607	形态词命中	⥎	⥎	U+294E	LEFT BARB UP RIGHT BARB UP HARPOON	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
608	形态词命中	⥏	⥏	U+294F	UP BARB RIGHT DOWN BARB RIGHT HARPOON	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
609	形态词命中	⥐	⥐	U+2950	LEFT BARB DOWN RIGHT BARB DOWN HARPOON	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
610	形态词命中	⥑	⥑	U+2951	UP BARB LEFT DOWN BARB LEFT HARPOON	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
611	形态词命中	⥢	⥢	U+2962	LEFTWARDS HARPOON WITH BARB UP ABOVE LEFTWARDS HARPOON WITH BARB DOWN	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
612	形态词命中	⥣	⥣	U+2963	UPWARDS HARPOON WITH BARB LEFT BESIDE UPWARDS HARPOON WITH BARB RIGHT	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
613	形态词命中	⥤	⥤	U+2964	RIGHTWARDS HARPOON WITH BARB UP ABOVE RIGHTWARDS HARPOON WITH BARB DOWN	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
614	形态词命中	⥥	⥥	U+2965	DOWNWARDS HARPOON WITH BARB LEFT BESIDE DOWNWARDS HARPOON WITH BARB RIGHT	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
615	形态词命中	⥦	⥦	U+2966	LEFTWARDS HARPOON WITH BARB UP ABOVE RIGHTWARDS HARPOON WITH BARB UP	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
616	形态词命中	⥧	⥧	U+2967	LEFTWARDS HARPOON WITH BARB DOWN ABOVE RIGHTWARDS HARPOON WITH BARB DOWN	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
617	形态词命中	⥨	⥨	U+2968	RIGHTWARDS HARPOON WITH BARB UP ABOVE LEFTWARDS HARPOON WITH BARB UP	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
618	形态词命中	⥩	⥩	U+2969	RIGHTWARDS HARPOON WITH BARB DOWN ABOVE LEFTWARDS HARPOON WITH BARB DOWN	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
619	形态词命中	⥪	⥪	U+296A	LEFTWARDS HARPOON WITH BARB UP ABOVE LONG DASH	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
620	形态词命中	⥫	⥫	U+296B	LEFTWARDS HARPOON WITH BARB DOWN BELOW LONG DASH	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
621	形态词命中	⥬	⥬	U+296C	RIGHTWARDS HARPOON WITH BARB UP ABOVE LONG DASH	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
622	形态词命中	⥭	⥭	U+296D	RIGHTWARDS HARPOON WITH BARB DOWN BELOW LONG DASH	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	线,方向
623	形态词命中	⥰	⥰	U+2970	RIGHT DOUBLE ARROW WITH ROUNDED HEAD	Sm	Common	Supplemental Arrows-B	3.2	false	false	true	true	圆,方向,对称
624	形态词命中	⧎	⧎	U+29CE	RIGHT TRIANGLE ABOVE LEFT TRIANGLE	Sm	Common	Miscellaneous Mathematical Symbols-B	3.2	false	false	true	true	角,方向
625	形态词命中	⧏	⧏	U+29CF	LEFT TRIANGLE BESIDE VERTICAL BAR	Sm	Common	Miscellaneous Mathematical Symbols-B	3.2	false	false	true	true	线,角,方向
626	形态词命中	⧐	⧐	U+29D0	VERTICAL BAR BESIDE RIGHT TRIANGLE	Sm	Common	Miscellaneous Mathematical Symbols-B	3.2	false	false	true	true	线,角,方向
627	形态词命中	⬵	⬵	U+2B35	LEFTWARDS TWO-HEADED ARROW WITH DOUBLE VERTICAL STROKE	Sm	Common	Miscellaneous Symbols and Arrows	5.1	false	false	true	true	线,方向,对称
628	形态词命中	⬸	⬸	U+2B38	LEFTWARDS ARROW WITH DOTTED STEM	Sm	Common	Miscellaneous Symbols and Arrows	5.1	false	false	true	true	点,方向
629	形态词命中	⬺	⬺	U+2B3A	LEFTWARDS ARROW WITH TAIL WITH DOUBLE VERTICAL STROKE	Sm	Common	Miscellaneous Symbols and Arrows	5.1	false	false	true	true	线,方向,对称
630	形态词命中	⬽	⬽	U+2B3D	LEFTWARDS TWO-HEADED ARROW WITH TAIL WITH DOUBLE VERTICAL STROKE	Sm	Common	Miscellaneous Symbols and Arrows	5.1	false	false	true	true	线,方向,对称
631	形态词命中	⬿	⬿	U+2B3F	WAVE ARROW POINTING DIRECTLY LEFT	Sm	Common	Miscellaneous Symbols and Arrows	5.1	false	false	true	true	点,线,方向
632	形态词命中	↜	↜	U+219C	LEFTWARDS WAVE ARROW	So	Common	Arrows	1.1	false	false	true	true	线,方向
633	形态词命中	↝	↝	U+219D	RIGHTWARDS WAVE ARROW	So	Common	Arrows	1.1	false	false	true	true	线,方向
634	形态词命中	↤	↤	U+21A4	LEFTWARDS ARROW FROM BAR	So	Common	Arrows	1.1	false	false	true	true	线,方向
635	形态词命中	↥	↥	U+21A5	UPWARDS ARROW FROM BAR	So	Common	Arrows	1.1	false	false	true	true	线,方向
636	形态词命中	↧	↧	U+21A7	DOWNWARDS ARROW FROM BAR	So	Common	Arrows	1.1	false	false	true	true	线,方向
637	形态词命中	↨	↨	U+21A8	UP DOWN ARROW WITH BASE	So	Common	Arrows	1.1	false	false	true	true	方向
638	形态词命中	↫	↫	U+21AB	LEFTWARDS ARROW WITH LOOP	So	Common	Arrows	1.1	false	false	true	true	方向,曲线
639	形态词命中	↬	↬	U+21AC	RIGHTWARDS ARROW WITH LOOP	So	Common	Arrows	1.1	false	false	true	true	方向,曲线
640	形态词命中	↰	↰	U+21B0	UPWARDS ARROW WITH TIP LEFTWARDS	So	Common	Arrows	1.1	false	false	true	true	方向
641	形态词命中	↱	↱	U+21B1	UPWARDS ARROW WITH TIP RIGHTWARDS	So	Common	Arrows	1.1	false	false	true	true	方向
642	形态词命中	↲	↲	U+21B2	DOWNWARDS ARROW WITH TIP LEFTWARDS	So	Common	Arrows	1.1	false	false	true	true	方向
643	形态词命中	↳	↳	U+21B3	DOWNWARDS ARROW WITH TIP RIGHTWARDS	So	Common	Arrows	1.1	false	false	true	true	方向
644	形态词命中	↼	↼	U+21BC	LEFTWARDS HARPOON WITH BARB UPWARDS	So	Common	Arrows	1.1	false	false	true	true	线,方向
645	形态词命中	↽	↽	U+21BD	LEFTWARDS HARPOON WITH BARB DOWNWARDS	So	Common	Arrows	1.1	false	false	true	true	线,方向
646	形态词命中	↾	↾	U+21BE	UPWARDS HARPOON WITH BARB RIGHTWARDS	So	Common	Arrows	1.1	false	false	true	true	线,方向
647	形态词命中	↿	↿	U+21BF	UPWARDS HARPOON WITH BARB LEFTWARDS	So	Common	Arrows	1.1	false	false	true	true	线,方向
648	形态词命中	⇀	⇀	U+21C0	RIGHTWARDS HARPOON WITH BARB UPWARDS	So	Common	Arrows	1.1	false	false	true	true	线,方向
649	形态词命中	⇁	⇁	U+21C1	RIGHTWARDS HARPOON WITH BARB DOWNWARDS	So	Common	Arrows	1.1	false	false	true	true	线,方向
650	形态词命中	⇂	⇂	U+21C2	DOWNWARDS HARPOON WITH BARB RIGHTWARDS	So	Common	Arrows	1.1	false	false	true	true	线,方向
651	形态词命中	⇃	⇃	U+21C3	DOWNWARDS HARPOON WITH BARB LEFTWARDS	So	Common	Arrows	1.1	false	false	true	true	线,方向
652	形态词命中	⇄	⇄	U+21C4	RIGHTWARDS ARROW OVER LEFTWARDS ARROW	So	Common	Arrows	1.1	false	false	true	true	方向
653	形态词命中	⇆	⇆	U+21C6	LEFTWARDS ARROW OVER RIGHTWARDS ARROW	So	Common	Arrows	1.1	false	false	true	true	方向
654	形态词命中	⇐	⇐	U+21D0	LEFTWARDS DOUBLE ARROW	So	Common	Arrows	1.1	false	false	true	true	方向,对称
655	形态词命中	⇑	⇑	U+21D1	UPWARDS DOUBLE ARROW	So	Common	Arrows	1.1	false	false	true	true	方向,对称
656	形态词命中	⇓	⇓	U+21D3	DOWNWARDS DOUBLE ARROW	So	Common	Arrows	1.1	false	false	true	true	方向,对称
657	形态词命中	⇠	⇠	U+21E0	LEFTWARDS DASHED ARROW	So	Common	Arrows	1.1	false	false	true	true	线,方向
658	形态词命中	⇡	⇡	U+21E1	UPWARDS DASHED ARROW	So	Common	Arrows	1.1	false	false	true	true	线,方向
659	形态词命中	⇢	⇢	U+21E2	RIGHTWARDS DASHED ARROW	So	Common	Arrows	1.1	false	false	true	true	线,方向
660	形态词命中	⇣	⇣	U+21E3	DOWNWARDS DASHED ARROW	So	Common	Arrows	1.1	false	false	true	true	线,方向
661	形态词命中	⇤	⇤	U+21E4	LEFTWARDS ARROW TO BAR	So	Common	Arrows	1.1	false	false	true	true	线,方向
662	形态词命中	⇥	⇥	U+21E5	RIGHTWARDS ARROW TO BAR	So	Common	Arrows	1.1	false	false	true	true	线,方向
663	形态词命中	⇪	⇪	U+21EA	UPWARDS WHITE ARROW FROM BAR	So	Common	Arrows	1.1	false	false	true	true	线,方向
664	形态词命中	⇬	⇬	U+21EC	UPWARDS WHITE ARROW ON PEDESTAL WITH HORIZONTAL BAR	So	Common	Arrows	3.0	false	false	true	true	线,方向
665	形态词命中	⇭	⇭	U+21ED	UPWARDS WHITE ARROW ON PEDESTAL WITH VERTICAL BAR	So	Common	Arrows	3.0	false	false	true	true	线,方向
666	形态词命中	⇮	⇮	U+21EE	UPWARDS WHITE DOUBLE ARROW	So	Common	Arrows	3.0	false	false	true	true	方向,对称
667	形态词命中	⇯	⇯	U+21EF	UPWARDS WHITE DOUBLE ARROW ON PEDESTAL	So	Common	Arrows	3.0	false	false	true	true	方向,对称
668	形态词命中	⇳	⇳	U+21F3	UP DOWN WHITE ARROW	So	Common	Arrows	3.0	false	false	true	true	方向
669	形态词命中	⌤	⌤	U+2324	UP ARROWHEAD BETWEEN TWO HORIZONTAL BARS	So	Common	Miscellaneous Technical	1.1	false	false	true	true	线,方向
670	形态词命中	⌧	⌧	U+2327	X IN A RECTANGLE BOX	So	Common	Miscellaneous Technical	1.1	false	false	true	true	角,方
671	形态词命中	⍇	⍇	U+2347	APL FUNCTIONAL SYMBOL QUAD LEFTWARDS ARROW	So	Common	Miscellaneous Technical	1.1	false	false	true	true	方向,对称
672	形态词命中	⍈	⍈	U+2348	APL FUNCTIONAL SYMBOL QUAD RIGHTWARDS ARROW	So	Common	Miscellaneous Technical	1.1	false	false	true	true	方向,对称
673	形态词命中	⍐	⍐	U+2350	APL FUNCTIONAL SYMBOL QUAD UPWARDS ARROW	So	Common	Miscellaneous Technical	1.1	false	false	true	true	方向,对称
674	形态词命中	⍗	⍗	U+2357	APL FUNCTIONAL SYMBOL QUAD DOWNWARDS ARROW	So	Common	Miscellaneous Technical	1.1	false	false	true	true	方向,对称
675	形态词命中	⎸	⎸	U+23B8	LEFT VERTICAL BOX LINE	So	Common	Miscellaneous Technical	3.2	false	false	true	true	线,方向,方
676	形态词命中	⎹	⎹	U+23B9	RIGHT VERTICAL BOX LINE	So	Common	Miscellaneous Technical	3.2	false	false	true	true	线,方向,方
677	形态词命中	⏄	⏄	U+23C4	DENTISTRY SYMBOL LIGHT DOWN AND HORIZONTAL WITH TRIANGLE	So	Common	Miscellaneous Technical	3.2	false	false	true	true	角,方向
678	形态词命中	⏅	⏅	U+23C5	DENTISTRY SYMBOL LIGHT UP AND HORIZONTAL WITH TRIANGLE	So	Common	Miscellaneous Technical	3.2	false	false	true	true	角,方向
679	形态词命中	┌	┌	U+250C	BOX DRAWINGS LIGHT DOWN AND RIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
680	形态词命中	┍	┍	U+250D	BOX DRAWINGS DOWN LIGHT AND RIGHT HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
681	形态词命中	┎	┎	U+250E	BOX DRAWINGS DOWN HEAVY AND RIGHT LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
682	形态词命中	┏	┏	U+250F	BOX DRAWINGS HEAVY DOWN AND RIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
683	形态词命中	┐	┐	U+2510	BOX DRAWINGS LIGHT DOWN AND LEFT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
684	形态词命中	┑	┑	U+2511	BOX DRAWINGS DOWN LIGHT AND LEFT HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
685	形态词命中	┒	┒	U+2512	BOX DRAWINGS DOWN HEAVY AND LEFT LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
686	形态词命中	┓	┓	U+2513	BOX DRAWINGS HEAVY DOWN AND LEFT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
687	形态词命中	└	└	U+2514	BOX DRAWINGS LIGHT UP AND RIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
688	形态词命中	┕	┕	U+2515	BOX DRAWINGS UP LIGHT AND RIGHT HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
689	形态词命中	┖	┖	U+2516	BOX DRAWINGS UP HEAVY AND RIGHT LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
690	形态词命中	┗	┗	U+2517	BOX DRAWINGS HEAVY UP AND RIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
691	形态词命中	┘	┘	U+2518	BOX DRAWINGS LIGHT UP AND LEFT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
692	形态词命中	┙	┙	U+2519	BOX DRAWINGS UP LIGHT AND LEFT HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
693	形态词命中	┚	┚	U+251A	BOX DRAWINGS UP HEAVY AND LEFT LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
694	形态词命中	┛	┛	U+251B	BOX DRAWINGS HEAVY UP AND LEFT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
695	形态词命中	┽	┽	U+253D	BOX DRAWINGS LEFT HEAVY AND RIGHT VERTICAL LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
696	形态词命中	┾	┾	U+253E	BOX DRAWINGS RIGHT HEAVY AND LEFT VERTICAL LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
697	形态词命中	╀	╀	U+2540	BOX DRAWINGS UP HEAVY AND DOWN HORIZONTAL LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
698	形态词命中	╁	╁	U+2541	BOX DRAWINGS DOWN HEAVY AND UP HORIZONTAL LIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
699	形态词命中	╇	╇	U+2547	BOX DRAWINGS DOWN LIGHT AND UP HORIZONTAL HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
700	形态词命中	╈	╈	U+2548	BOX DRAWINGS UP LIGHT AND DOWN HORIZONTAL HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
701	形态词命中	╉	╉	U+2549	BOX DRAWINGS RIGHT LIGHT AND LEFT VERTICAL HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
702	形态词命中	╊	╊	U+254A	BOX DRAWINGS LEFT LIGHT AND RIGHT VERTICAL HEAVY	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
703	形态词命中	╌	╌	U+254C	BOX DRAWINGS LIGHT DOUBLE DASH HORIZONTAL	So	Common	Box Drawing	1.1	false	false	true	true	线,对称,方
704	形态词命中	╍	╍	U+254D	BOX DRAWINGS HEAVY DOUBLE DASH HORIZONTAL	So	Common	Box Drawing	1.1	false	false	true	true	线,对称,方
705	形态词命中	╎	╎	U+254E	BOX DRAWINGS LIGHT DOUBLE DASH VERTICAL	So	Common	Box Drawing	1.1	false	false	true	true	线,对称,方
706	形态词命中	╏	╏	U+254F	BOX DRAWINGS HEAVY DOUBLE DASH VERTICAL	So	Common	Box Drawing	1.1	false	false	true	true	线,对称,方
707	形态词命中	╞	╞	U+255E	BOX DRAWINGS VERTICAL SINGLE AND RIGHT DOUBLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
708	形态词命中	╟	╟	U+255F	BOX DRAWINGS VERTICAL DOUBLE AND RIGHT SINGLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
709	形态词命中	╠	╠	U+2560	BOX DRAWINGS DOUBLE VERTICAL AND RIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
710	形态词命中	╡	╡	U+2561	BOX DRAWINGS VERTICAL SINGLE AND LEFT DOUBLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
711	形态词命中	╢	╢	U+2562	BOX DRAWINGS VERTICAL DOUBLE AND LEFT SINGLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
712	形态词命中	╣	╣	U+2563	BOX DRAWINGS DOUBLE VERTICAL AND LEFT	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
713	形态词命中	╤	╤	U+2564	BOX DRAWINGS DOWN SINGLE AND HORIZONTAL DOUBLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
714	形态词命中	╥	╥	U+2565	BOX DRAWINGS DOWN DOUBLE AND HORIZONTAL SINGLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
715	形态词命中	╦	╦	U+2566	BOX DRAWINGS DOUBLE DOWN AND HORIZONTAL	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
716	形态词命中	╧	╧	U+2567	BOX DRAWINGS UP SINGLE AND HORIZONTAL DOUBLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
717	形态词命中	╨	╨	U+2568	BOX DRAWINGS UP DOUBLE AND HORIZONTAL SINGLE	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
718	形态词命中	╩	╩	U+2569	BOX DRAWINGS DOUBLE UP AND HORIZONTAL	So	Common	Box Drawing	1.1	false	false	true	true	方向,对称,方
719	形态词命中	╼	╼	U+257C	BOX DRAWINGS LIGHT LEFT AND HEAVY RIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
720	形态词命中	╽	╽	U+257D	BOX DRAWINGS LIGHT UP AND HEAVY DOWN	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
721	形态词命中	╾	╾	U+257E	BOX DRAWINGS HEAVY LEFT AND LIGHT RIGHT	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
722	形态词命中	╿	╿	U+257F	BOX DRAWINGS HEAVY UP AND LIGHT DOWN	So	Common	Box Drawing	1.1	false	false	true	true	方向,方
723	形态词命中	▘	▘	U+2598	QUADRANT UPPER LEFT	So	Common	Block Elements	3.2	false	false	true	true	方向,对称
724	形态词命中	▝	▝	U+259D	QUADRANT UPPER RIGHT	So	Common	Block Elements	3.2	false	false	true	true	方向,对称
725	形态词命中	▢	▢	U+25A2	WHITE SQUARE WITH ROUNDED CORNERS	So	Common	Geometric Shapes	1.1	false	false	true	true	圆,角,方
726	已确认锚点:axde	◌	◌	U+25CC	DOTTED CIRCLE	So	Common	Geometric Shapes	1.1	false	false	true	true	圆,点
727	形态词命中	◞	◞	U+25DE	LOWER RIGHT QUADRANT CIRCULAR ARC	So	Common	Geometric Shapes	1.1	false	false	true	true	线,方向,对称
728	形态词命中	◟	◟	U+25DF	LOWER LEFT QUADRANT CIRCULAR ARC	So	Common	Geometric Shapes	1.1	false	false	true	true	线,方向,对称
729	形态词命中	◢	◢	U+25E2	BLACK LOWER RIGHT TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	角,方向
730	形态词命中	◣	◣	U+25E3	BLACK LOWER LEFT TRIANGLE	So	Common	Geometric Shapes	1.1	false	false	true	true	角,方向
731	形态词命中	◩	◩	U+25E9	SQUARE WITH UPPER LEFT DIAGONAL HALF BLACK	So	Common	Geometric Shapes	1.1	false	false	true	true	方向,方
732	形态词命中	◱	◱	U+25F1	WHITE SQUARE WITH LOWER LEFT QUADRANT	So	Common	Geometric Shapes	3.0	false	false	true	true	方向,对称,方
733	形态词命中	◲	◲	U+25F2	WHITE SQUARE WITH LOWER RIGHT QUADRANT	So	Common	Geometric Shapes	3.0	false	false	true	true	方向,对称,方
734	形态词命中	◵	◵	U+25F5	WHITE CIRCLE WITH LOWER LEFT QUADRANT	So	Common	Geometric Shapes	3.0	false	false	true	true	圆,方向,对称
735	形态词命中	◶	◶	U+25F6	WHITE CIRCLE WITH LOWER RIGHT QUADRANT	So	Common	Geometric Shapes	3.0	false	false	true	true	圆,方向,对称
736	形态词命中	⚆	⚆	U+2686	WHITE CIRCLE WITH DOT RIGHT	So	Common	Miscellaneous Symbols	3.2	false	false	true	true	圆,点,方向
737	形态词命中	⚈	⚈	U+2688	BLACK CIRCLE WITH WHITE DOT RIGHT	So	Common	Miscellaneous Symbols	3.2	false	false	true	true	圆,点,方向
738	形态词命中	⛣	⛣	U+26E3	HEAVY CIRCLE WITH STROKE AND TWO DOTS ABOVE	So	Common	Miscellaneous Symbols	5.2	false	false	true	true	圆,点,线
739	形态词命中	✷	✷	U+2737	EIGHT POINTED RECTILINEAR BLACK STAR	So	Common	Dingbats	1.1	false	false	true	true	点,线,星芒
740	形态词命中	✸	✸	U+2738	HEAVY EIGHT POINTED RECTILINEAR BLACK STAR	So	Common	Dingbats	1.1	false	false	true	true	点,线,星芒
741	形态词命中	❂	❂	U+2742	CIRCLED OPEN CENTRE EIGHT POINTED STAR	So	Common	Dingbats	1.1	false	false	true	true	圆,点,星芒
742	形态词命中	❐	❐	U+2750	UPPER RIGHT DROP-SHADOWED WHITE SQUARE	So	Common	Dingbats	1.1	false	false	true	true	方向,方
743	形态词命中	❒	❒	U+2752	UPPER RIGHT SHADOWED WHITE SQUARE	So	Common	Dingbats	1.1	false	false	true	true	方向,方
744	形态词命中	➘	➘	U+2798	HEAVY SOUTH EAST ARROW	So	Common	Dingbats	1.1	false	false	true	true	方向
745	形态词命中	➚	➚	U+279A	HEAVY NORTH EAST ARROW	So	Common	Dingbats	1.1	false	false	true	true	方向
746	形态词命中	➛	➛	U+279B	DRAFTING POINT RIGHTWARDS ARROW	So	Common	Dingbats	1.1	false	false	true	true	点,方向
747	形态词命中	➜	➜	U+279C	HEAVY ROUND-TIPPED RIGHTWARDS ARROW	So	Common	Dingbats	1.1	false	false	true	true	圆,方向
748	形态词命中	➥	➥	U+27A5	HEAVY BLACK CURVED DOWNWARDS AND RIGHTWARDS ARROW	So	Common	Dingbats	1.1	false	false	true	true	方向
