char	codepoint	unicode_name	category	block	prefix	visual_cluster	main_key	main_shape	preferred_state_key	state_cluster	state_key	state_shape	input_code	classification_reason	rebalanced	cluster_distance	aspect	density	source	status	algorithm
𒂐	U+12090	CUNEIFORM SIGN E2 TIMES MI	Lo	cuneiform	mv	12	k	绳结	s	2	f	实心高填充	mvkf	cuneiform视觉聚类C12;状态组S2	true	0.729061	1.2911	0.3467	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂑	U+12091	CUNEIFORM SIGN E2 TIMES SAL	Lo	cuneiform	mv	12	k	绳结	s	2	f	实心高填充	mvkf	cuneiform视觉聚类C12;状态组S2	true	0.656543	1.2125	0.3241	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂒	U+12092	CUNEIFORM SIGN E2 TIMES SHE	Lo	cuneiform	mv	12	k	绳结	s	1	x	穿过交叠	mvkx	cuneiform视觉聚类C12;状态组S1	true	0.312583	1.2278	0.3543	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂓	U+12093	CUNEIFORM SIGN E2 TIMES U	Lo	cuneiform	mv	12	k	绳结	s	1	x	穿过交叠	mvkx	cuneiform视觉聚类C12;状态组S1	true	0.295707	1.2278	0.3167	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂔	U+12094	CUNEIFORM SIGN EDIN	Lo	cuneiform	mv	4	n	成列成排	s	2	s	对称	mvns	cuneiform视觉聚类C4;状态组S2	false	0.213572	1.8987	0.2341	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂕	U+12095	CUNEIFORM SIGN EGIR	Lo	cuneiform	mv	20	e	椭圆	s	0	s	对称	mves	cuneiform视觉聚类C20;状态组S0	false	0.249495	2.0769	0.2636	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂖	U+12096	CUNEIFORM SIGN EL	Lo	cuneiform	mv	25	q	其他	s	0	p	成对	mvqp	cuneiform视觉聚类C25;状态组S0	true	0.487172	1.4070	0.2315	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂗	U+12097	CUNEIFORM SIGN EN	Lo	cuneiform	mv	8	m	复合	s	0	s	对称	mvms	cuneiform视觉聚类C8;状态组S0	false	0.388396	1.2192	0.2104	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂘	U+12098	CUNEIFORM SIGN EN TIMES GAN2	Lo	cuneiform	mv	8	m	复合	s	0	s	对称	mvms	cuneiform视觉聚类C8;状态组S0	false	0.363987	1.2329	0.2796	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂙	U+12099	CUNEIFORM SIGN EN TIMES GAN2 TENU	Lo	cuneiform	mv	8	m	复合	s	0	s	对称	mvms	cuneiform视觉聚类C8;状态组S0	false	0.580033	1.3014	0.2838	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂚	U+1209A	CUNEIFORM SIGN EN TIMES ME	Lo	cuneiform	mv	8	m	复合	s	0	s	对称	mvms	cuneiform视觉聚类C8;状态组S0	false	0.351733	1.2192	0.2347	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂛	U+1209B	CUNEIFORM SIGN EN CROSSING EN	Lo	cuneiform	mv	7	r	放射星芒	s	2	s	对称	mvrs	cuneiform视觉聚类C7;状态组S2	false	0.807211	1.0737	0.1978	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂜	U+1209C	CUNEIFORM SIGN EN OPPOSING EN	Lo	cuneiform	mv	20	e	椭圆	s	2	w	宽展	mvew	cuneiform视觉聚类C20;状态组S2	true	0.295807	2.1781	0.2353	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂝	U+1209D	CUNEIFORM SIGN EN SQUARED	Lo	cuneiform	mv	11	w	波浪流线	s	0	o	外包	mvwo	cuneiform视觉聚类C11;状态组S0	true	0.431187	1.3333	0.1424	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂞	U+1209E	CUNEIFORM SIGN EREN	Lo	cuneiform	mv	24	c	曲弧	s	0	o	外包	mvco	cuneiform视觉聚类C24;状态组S0	true	0.443499	1.7816	0.3131	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂟	U+1209F	CUNEIFORM SIGN ERIN2	Lo	cuneiform	mv	3	i	细柱	s	0	s	对称	mvis	cuneiform视觉聚类C3;状态组S0	false	0.766777	0.8615	0.1626	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂠	U+120A0	CUNEIFORM SIGN ESH2	Lo	cuneiform	mv	7	r	放射星芒	s	2	s	对称	mvrs	cuneiform视觉聚类C7;状态组S2	false	1.139763	1.0641	0.2938	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂡	U+120A1	CUNEIFORM SIGN EZEN	Lo	cuneiform	mv	1	l	线条	s	1	s	对称	mvls	cuneiform视觉聚类C1;状态组S1	false	0.063618	1.5122	0.2148	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂢	U+120A2	CUNEIFORM SIGN EZEN TIMES A	Lo	cuneiform	mv	21	b	块面	s	0	s	对称	mvbs	cuneiform视觉聚类C21;状态组S0	false	0.078169	1.5122	0.2467	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂣	U+120A3	CUNEIFORM SIGN EZEN TIMES A PLUS LAL	Lo	cuneiform	mv	1	l	线条	s	2	o	外包	mvlo	cuneiform视觉聚类C1;状态组S2	true	0.021685	1.5122	0.2538	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂤	U+120A4	CUNEIFORM SIGN EZEN TIMES A PLUS LAL TIMES LAL	Lo	cuneiform	mv	22	s	方框	s	2	o	外包	mvso	cuneiform视觉聚类C22;状态组S2	true	0.670948	1.5122	0.2685	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂥	U+120A5	CUNEIFORM SIGN EZEN TIMES AN	Lo	cuneiform	mv	1	l	线条	s	2	o	外包	mvlo	cuneiform视觉聚类C1;状态组S2	true	0.019905	1.5122	0.2447	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂦	U+120A6	CUNEIFORM SIGN EZEN TIMES BAD	Lo	cuneiform	mv	1	l	线条	s	1	s	对称	mvls	cuneiform视觉聚类C1;状态组S1	false	0.038621	1.5122	0.2287	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂧	U+120A7	CUNEIFORM SIGN EZEN TIMES DUN3 GUNU	Lo	cuneiform	mv	21	b	块面	s	2	o	外包	mvbo	cuneiform视觉聚类C21;状态组S2	true	0.083705	1.5122	0.2848	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂨	U+120A8	CUNEIFORM SIGN EZEN TIMES DUN3 GUNU GUNU	Lo	cuneiform	mv	21	b	块面	s	2	o	外包	mvbo	cuneiform视觉聚类C21;状态组S2	true	0.095460	1.5122	0.2942	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂩	U+120A9	CUNEIFORM SIGN EZEN TIMES HA	Lo	cuneiform	mv	1	l	线条	s	2	o	外包	mvlo	cuneiform视觉聚类C1;状态组S2	true	0.024406	1.5122	0.2555	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂪	U+120AA	CUNEIFORM SIGN EZEN TIMES HA GUNU	Lo	cuneiform	mv	1	l	线条	s	2	o	外包	mvlo	cuneiform视觉聚类C1;状态组S2	true	0.050891	1.5122	0.2686	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂫	U+120AB	CUNEIFORM SIGN EZEN TIMES IGI GUNU	Lo	cuneiform	mv	1	l	线条	s	2	o	外包	mvlo	cuneiform视觉聚类C1;状态组S2	true	0.026989	1.5122	0.2520	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂬	U+120AC	CUNEIFORM SIGN EZEN TIMES KASKAL	Lo	cuneiform	mv	21	b	块面	s	0	s	对称	mvbs	cuneiform视觉聚类C21;状态组S0	false	0.091821	1.5122	0.2674	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂭	U+120AD	CUNEIFORM SIGN EZEN TIMES KASKAL SQUARED	Lo	cuneiform	mv	11	w	波浪流线	s	0	o	外包	mvwo	cuneiform视觉聚类C11;状态组S0	true	0.520088	1.2472	0.1590	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂮	U+120AE	CUNEIFORM SIGN EZEN TIMES KU3	Lo	cuneiform	mv	1	l	线条	s	0	x	穿过交叠	mvlx	cuneiform视觉聚类C1;状态组S0	true	0.034894	1.5122	0.2514	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂯	U+120AF	CUNEIFORM SIGN EZEN TIMES LA	Lo	cuneiform	mv	21	b	块面	s	2	o	外包	mvbo	cuneiform视觉聚类C21;状态组S2	true	0.098923	1.5122	0.2766	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂰	U+120B0	CUNEIFORM SIGN EZEN TIMES LAL TIMES LAL	Lo	cuneiform	mv	1	l	线条	s	0	x	穿过交叠	mvlx	cuneiform视觉聚类C1;状态组S0	true	0.019161	1.5122	0.2467	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂱	U+120B1	CUNEIFORM SIGN EZEN TIMES LI	Lo	cuneiform	mv	21	b	块面	s	0	s	对称	mvbs	cuneiform视觉聚类C21;状态组S0	false	0.076207	1.5122	0.2854	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂲	U+120B2	CUNEIFORM SIGN EZEN TIMES LU	Lo	cuneiform	mv	1	l	线条	s	0	x	穿过交叠	mvlx	cuneiform视觉聚类C1;状态组S0	true	0.027394	1.5122	0.2471	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂳	U+120B3	CUNEIFORM SIGN EZEN TIMES U2	Lo	cuneiform	mv	21	b	块面	s	0	s	对称	mvbs	cuneiform视觉聚类C21;状态组S0	false	0.059717	1.5122	0.2531	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂴	U+120B4	CUNEIFORM SIGN EZEN TIMES UD	Lo	cuneiform	mv	21	b	块面	s	0	s	对称	mvbs	cuneiform视觉聚类C21;状态组S0	false	0.083662	1.5122	0.2460	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂵	U+120B5	CUNEIFORM SIGN GA	Lo	cuneiform	mv	25	q	其他	s	1	s	对称	mvqs	cuneiform视觉聚类C25;状态组S1	false	0.278992	1.6265	0.2853	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂶	U+120B6	CUNEIFORM SIGN GA GUNU	Lo	cuneiform	mv	25	q	其他	s	1	s	对称	mvqs	cuneiform视觉聚类C25;状态组S1	false	0.315750	1.6265	0.3260	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂷	U+120B7	CUNEIFORM SIGN GA2	Lo	cuneiform	mv	0	x	交叉	s	2	s	对称	mvxs	cuneiform视觉聚类C0;状态组S2	false	0.056262	1.2989	0.1862	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂸	U+120B8	CUNEIFORM SIGN GA2 TIMES A PLUS DA PLUS HA	Lo	cuneiform	mv	17	j	钩弯	s	0	o	外包	mvjo	cuneiform视觉聚类C17;状态组S0	true	0.076080	1.2989	0.2771	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂹	U+120B9	CUNEIFORM SIGN GA2 TIMES A PLUS HA	Lo	cuneiform	mv	9	o	圆环	s	0	o	外包	mvoo	cuneiform视觉聚类C9;状态组S0	true	0.122216	1.2989	0.2595	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂺	U+120BA	CUNEIFORM SIGN GA2 TIMES A PLUS IGI	Lo	cuneiform	mv	22	s	方框	s	2	o	外包	mvso	cuneiform视觉聚类C22;状态组S2	true	0.558907	1.2989	0.2449	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂻	U+120BB	CUNEIFORM SIGN GA2 TIMES AB2 TENU PLUS TAB	Lo	cuneiform	mv	15	u	容器U形	s	0	o	外包	mvuo	cuneiform视觉聚类C15;状态组S0	true	0.577941	1.2989	0.2431	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂼	U+120BC	CUNEIFORM SIGN GA2 TIMES AN	Lo	cuneiform	mv	14	f	人物轮廓	s	2	x	穿过交叠	mvfx	cuneiform视觉聚类C14;状态组S2	true	0.397020	1.2989	0.2352	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂽	U+120BD	CUNEIFORM SIGN GA2 TIMES ASH	Lo	cuneiform	mv	0	x	交叉	s	2	s	对称	mvxs	cuneiform视觉聚类C0;状态组S2	false	0.039092	1.2989	0.2013	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂾	U+120BE	CUNEIFORM SIGN GA2 TIMES ASH2 PLUS GAL	Lo	cuneiform	mv	17	j	钩弯	s	1	x	穿过交叠	mvjx	cuneiform视觉聚类C17;状态组S1	true	0.165939	1.3448	0.2660	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒂿	U+120BF	CUNEIFORM SIGN GA2 TIMES BAD	Lo	cuneiform	mv	0	x	交叉	s	2	s	对称	mvxs	cuneiform视觉聚类C0;状态组S2	false	0.060147	1.2989	0.2165	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃀	U+120C0	CUNEIFORM SIGN GA2 TIMES BAR PLUS RA	Lo	cuneiform	mv	9	o	圆环	s	1	x	穿过交叠	mvox	cuneiform视觉聚类C9;状态组S1	true	0.099709	1.2989	0.2600	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃁	U+120C1	CUNEIFORM SIGN GA2 TIMES BUR	Lo	cuneiform	mv	19	a	角折	s	0	o	外包	mvao	cuneiform视觉聚类C19;状态组S0	true	0.188094	1.2989	0.2422	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃂	U+120C2	CUNEIFORM SIGN GA2 TIMES BUR PLUS RA	Lo	cuneiform	mv	17	j	钩弯	s	1	x	穿过交叠	mvjx	cuneiform视觉聚类C17;状态组S1	true	0.084595	1.2989	0.2778	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃃	U+120C3	CUNEIFORM SIGN GA2 TIMES DA	Lo	cuneiform	mv	9	o	圆环	s	0	o	外包	mvoo	cuneiform视觉聚类C9;状态组S0	true	0.052397	1.2989	0.2514	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃄	U+120C4	CUNEIFORM SIGN GA2 TIMES DI	Lo	cuneiform	mv	16	d	点状	s	1	g	缺口开放	mvdg	cuneiform视觉聚类C16;状态组S1	true	0.104324	1.2989	0.2381	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃅	U+120C5	CUNEIFORM SIGN GA2 TIMES DIM TIMES SHE	Lo	cuneiform	mv	19	a	角折	s	0	o	外包	mvao	cuneiform视觉聚类C19;状态组S0	true	0.190278	1.2989	0.2372	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃆	U+120C6	CUNEIFORM SIGN GA2 TIMES DUB	Lo	cuneiform	mv	15	u	容器U形	s	0	o	外包	mvuo	cuneiform视觉聚类C15;状态组S0	true	0.529724	1.2989	0.2851	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃇	U+120C7	CUNEIFORM SIGN GA2 TIMES EL	Lo	cuneiform	mv	14	f	人物轮廓	s	2	x	穿过交叠	mvfx	cuneiform视觉聚类C14;状态组S2	true	0.389703	1.2989	0.2323	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃈	U+120C8	CUNEIFORM SIGN GA2 TIMES EL PLUS LA	Lo	cuneiform	mv	19	a	角折	s	0	o	外包	mvao	cuneiform视觉聚类C19;状态组S0	true	0.164431	1.2989	0.2719	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃉	U+120C9	CUNEIFORM SIGN GA2 TIMES EN	Lo	cuneiform	mv	16	d	点状	s	0	x	穿过交叠	mvdx	cuneiform视觉聚类C16;状态组S0	true	0.089105	1.2989	0.2452	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃊	U+120CA	CUNEIFORM SIGN GA2 TIMES EN TIMES GAN2 TENU	Lo	cuneiform	mv	19	a	角折	s	2	s	对称	mvas	cuneiform视觉聚类C19;状态组S2	false	0.361805	1.3908	0.2516	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃋	U+120CB	CUNEIFORM SIGN GA2 TIMES GAN2 TENU	Lo	cuneiform	mv	16	d	点状	s	1	g	缺口开放	mvdg	cuneiform视觉聚类C16;状态组S1	true	0.097859	1.2989	0.2510	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃌	U+120CC	CUNEIFORM SIGN GA2 TIMES GAR	Lo	cuneiform	mv	0	x	交叉	s	0	x	穿过交叠	mvxx	cuneiform视觉聚类C0;状态组S0	true	0.062205	1.2989	0.2244	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃍	U+120CD	CUNEIFORM SIGN GA2 TIMES GI	Lo	cuneiform	mv	16	d	点状	s	2	s	对称	mvds	cuneiform视觉聚类C16;状态组S2	false	0.152216	1.2989	0.2818	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃎	U+120CE	CUNEIFORM SIGN GA2 TIMES GI4	Lo	cuneiform	mv	17	j	钩弯	s	1	x	穿过交叠	mvjx	cuneiform视觉聚类C17;状态组S1	true	0.120753	1.2989	0.2833	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃏	U+120CF	CUNEIFORM SIGN GA2 TIMES GI4 PLUS A	Lo	cuneiform	mv	17	j	钩弯	s	0	o	外包	mvjo	cuneiform视觉聚类C17;状态组S0	true	0.098592	1.2989	0.3021	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃐	U+120D0	CUNEIFORM SIGN GA2 TIMES GIR2 PLUS SU	Lo	cuneiform	mv	17	j	钩弯	s	0	o	外包	mvjo	cuneiform视觉聚类C17;状态组S0	true	0.084323	1.2989	0.2868	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃑	U+120D1	CUNEIFORM SIGN GA2 TIMES HA PLUS LU PLUS ESH2	Lo	cuneiform	mv	17	j	钩弯	s	1	x	穿过交叠	mvjx	cuneiform视觉聚类C17;状态组S1	true	0.092109	1.2989	0.2876	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃒	U+120D2	CUNEIFORM SIGN GA2 TIMES HAL	Lo	cuneiform	mv	0	x	交叉	s	2	s	对称	mvxs	cuneiform视觉聚类C0;状态组S2	false	0.035662	1.2989	0.2132	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃓	U+120D3	CUNEIFORM SIGN GA2 TIMES HAL PLUS LA	Lo	cuneiform	mv	17	j	钩弯	s	1	x	穿过交叠	mvjx	cuneiform视觉聚类C17;状态组S1	true	0.069990	1.2989	0.2644	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃔	U+120D4	CUNEIFORM SIGN GA2 TIMES HI PLUS LI	Lo	cuneiform	mv	19	a	角折	s	0	o	外包	mvao	cuneiform视觉聚类C19;状态组S0	true	0.173152	1.2989	0.2805	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
𒃕	U+120D5	CUNEIFORM SIGN GA2 TIMES HUB2	Lo	cuneiform	mv	9	o	圆环	s	0	o	外包	mvoo	cuneiform视觉聚类C9;状态组S0	true	0.081240	1.2989	0.2436	30_项目/个人Unicode音型输入法/数据/unicode全字符/plane-01-Supplementary Multilingual Plane/block-u12000-u123ff-cuneiform.md	machine-initial-v1	visual-balanced-unicode-block-v1
